HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458911.57245,2020-03-03.0724399,bF,1.60,16.852,15.085,0.043,3.357,0.132,g
2458912.56436,2020-03-04.0643759,bF,1.60,16.803,15.087,0.045,3.350,0.138,g
2458912.56563,2020-03-04.0656513,bF,1.58,16.869,15.012,0.040,3.589,0.130,g
2458912.56691,2020-03-04.0669340,bF,1.63,16.861,15.060,0.042,3.438,0.131,g
2458913.59817,2020-03-05.0982262,bj,1.56,16.473,15.038,0.058,3.505,0.187,g
2458913.59940,2020-03-05.0994576,bj,1.56,16.517,15.015,0.055,3.580,0.180,g
2458913.60062,2020-03-05.1006748,bj,1.57,16.624,15.149,0.056,3.165,0.163,g
2458914.63695,2020-03-06.1370509,bF,1.49,14.071,>14.071,99.990,5.114,1.710,g
2458914.63823,2020-03-06.1383344,bF,1.72,13.983,13.914,0.207,9.864,1.858,g
2458917.59175,2020-03-09.0919562,bj,1.55,15.899,15.183,0.113,3.069,0.317,g
2458917.59297,2020-03-09.0931737,bj,1.53,15.815,15.140,0.118,3.191,0.343,g
2458917.59419,2020-03-09.0943988,bj,1.61,15.863,14.845,0.086,4.188,0.328,g
2458919.64770,2020-03-11.1479799,bj,1.59,15.923,15.063,0.099,3.427,0.311,g
2458919.64893,2020-03-11.1492019,bj,1.64,15.791,15.195,0.127,3.034,0.351,g
2458919.65015,2020-03-11.1504333,bj,1.57,15.842,15.285,0.131,2.793,0.335,g
2458921.65488,2020-03-13.1552355,bj,1.64,15.523,15.258,0.173,2.863,0.451,g
2458921.65611,2020-03-13.1564572,bj,1.57,15.547,14.939,0.126,3.840,0.443,g
2458921.65733,2020-03-13.1576767,bj,1.63,15.546,15.212,0.162,2.986,0.441,g
2458922.55548,2020-03-14.0558615,bF,1.58,17.065,15.037,0.034,3.509,0.109,g
2458922.55676,2020-03-14.0571398,bF,1.58,17.058,15.010,0.033,3.597,0.109,g
2458922.55803,2020-03-14.0584077,bF,1.62,17.097,15.037,0.033,3.511,0.105,g
2458923.62738,2020-03-15.1277944,bj,1.57,16.834,15.069,0.043,3.406,0.134,g
2458923.62859,2020-03-15.1290172,bj,1.55,16.842,15.120,0.045,3.250,0.133,g
2458923.62981,2020-03-15.1302373,bj,1.61,16.786,15.087,0.046,3.352,0.140,g
2458924.65607,2020-03-16.1565277,bF,2.21,16.398,15.158,0.070,3.138,0.201,g
2458925.54289,2020-03-17.0433711,bj,1.58,99.990,99.990,99.990,99.990,99.990,g
2458925.54411,2020-03-17.0445951,bj,1.56,16.992,15.044,0.036,3.487,0.116,g
2458925.54533,2020-03-17.0458111,bj,1.59,17.024,15.087,0.037,3.351,0.113,g
2458928.39138,2020-03-19.891975,bn,1.50,16.660,15.031,0.051,3.529,0.163,g
2458928.39259,2020-03-19.8931806,bn,1.50,16.557,15.032,0.056,3.525,0.178,g
2458928.39382,2020-03-19.8944027,bn,1.48,16.449,14.971,0.058,3.731,0.197,g
2458931.37288,2020-03-22.8735722,bn,1.52,17.035,15.108,0.037,3.288,0.112,g
2458931.37410,2020-03-22.8747942,bn,1.50,17.052,15.130,0.037,3.220,0.110,g
2458931.37533,2020-03-22.8760241,bn,1.49,16.999,15.135,0.039,3.206,0.116,g
2458979.19829,2020-05-09.7002037,bn,2.14,16.284,15.063,0.071,3.428,0.223,g
2458979.19951,2020-05-09.7014312,bn,2.11,16.406,15.197,0.072,3.029,0.199,g
2458979.20073,2020-05-09.7026505,bn,2.14,16.455,15.097,0.063,3.319,0.190,g
2458980.20156,2020-05-10.7034971,bn,1.77,16.679,14.952,0.045,3.795,0.155,g
2458980.20278,2020-05-10.7047152,bn,1.74,16.679,15.086,0.050,3.355,0.155,g
2458980.20400,2020-05-10.7059344,bn,1.66,16.872,15.105,0.043,3.298,0.130,g
2458981.20890,2020-05-11.7108443,bn,1.52,16.820,15.064,0.043,3.421,0.136,g
2458981.21012,2020-05-11.7120694,bn,1.53,16.871,15.052,0.041,3.459,0.130,g
2458981.21134,2020-05-11.7132855,bn,1.51,16.904,15.072,0.040,3.397,0.126,g
2458983.22986,2020-05-13.7318298,bn,1.51,16.958,14.850,0.031,4.170,0.120,g
2458983.23108,2020-05-13.7330584,bn,1.50,16.931,14.934,0.035,3.859,0.124,g
2458983.23231,2020-05-13.7342871,bn,1.50,16.945,14.979,0.036,3.703,0.122,g
2458984.20171,2020-05-14.7036907,bn,2.01,16.705,14.835,0.039,4.226,0.151,g
2458984.20324,2020-05-14.7052209,bn,1.99,16.802,14.849,0.036,4.173,0.138,g
2458984.20445,2020-05-14.7064393,bn,2.00,16.912,14.893,0.034,4.007,0.125,g
2458984.21521,2020-05-14.7171965,bn,1.83,16.942,14.909,0.033,3.951,0.122,g
2458984.21642,2020-05-14.7184053,bn,1.82,16.896,14.877,0.034,4.065,0.127,g
2458984.21765,2020-05-14.7196303,bn,1.78,16.986,14.906,0.032,3.960,0.117,g
2458984.22859,2020-05-14.7305777,bn,1.79,16.881,14.881,0.035,4.052,0.129,g
2458984.22980,2020-05-14.7317809,bn,1.76,16.896,14.869,0.034,4.097,0.128,g
2458984.23101,2020-05-14.7330013,bn,1.72,16.734,14.897,0.041,3.991,0.151,g
2458984.23860,2020-05-14.7405928,bn,1.66,15.796,14.872,0.094,4.084,0.352,g
2458984.23981,2020-05-14.7418005,bn,1.73,15.951,14.785,0.076,4.427,0.305,g
2458984.24102,2020-05-14.7430133,bn,1.69,16.244,14.907,0.065,3.958,0.236,g
2458985.19444,2020-05-15.6964388,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458985.19565,2020-05-15.6976467,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458985.20467,2020-05-15.7066718,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458985.20588,2020-05-15.7078807,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458985.21484,2020-05-15.7168422,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458985.21605,2020-05-15.7180571,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458985.24001,2020-05-15.7420071,bn,1.58,16.309,14.858,0.059,4.136,0.224,g
2458986.19419,2020-05-16.6962015,bm,1.61,99.990,99.990,99.990,99.990,99.990,g
2458986.19540,2020-05-16.6974093,bm,1.64,99.990,99.990,99.990,99.990,99.990,g
2458986.20441,2020-05-16.7064209,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458986.20562,2020-05-16.7076278,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458986.21424,2020-05-16.7162516,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458986.21545,2020-05-16.7174559,bm,1.58,99.990,99.990,99.990,99.990,99.990,g
2458986.22451,2020-05-16.7265199,bn,1.62,16.858,14.819,0.033,4.290,0.133,g
2458986.22572,2020-05-16.7277339,bn,1.56,16.870,14.849,0.034,4.174,0.132,g
2458986.22694,2020-05-16.7289543,bn,1.61,16.750,14.821,0.038,4.282,0.148,g
2458987.19369,2020-05-17.6957086,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458987.19492,2020-05-17.6969363,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
2458987.20395,2020-05-17.7059629,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458987.20515,2020-05-17.7071709,bm,1.54,99.990,99.990,99.990,99.990,99.990,g
2458987.20639,2020-05-17.7084134,bn,1.61,15.629,15.138,0.139,3.197,0.407,g
2458987.21413,2020-05-17.7161451,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458987.21535,2020-05-17.7173731,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458987.21658,2020-05-17.7185983,bn,1.67,16.774,14.797,0.035,4.376,0.142,g
2458987.21780,2020-05-17.7198192,bn,1.69,16.653,14.808,0.040,4.330,0.160,g
2458987.22088,2020-05-17.7229018,bn,1.61,15.892,14.978,0.094,3.707,0.321,g
2458987.22209,2020-05-17.7241165,bn,1.64,15.681,14.790,0.096,4.404,0.388,g
2458987.22332,2020-05-17.7253373,bn,1.70,15.900,14.945,0.091,3.818,0.318,g
2458987.22454,2020-05-17.7265570,bn,1.68,16.095,15.041,0.083,3.498,0.266,g
2458987.22574,2020-05-17.7277593,bn,1.62,99.990,99.990,99.990,99.990,99.990,g
2458987.22694,2020-05-17.7289645,bn,1.65,16.056,14.777,0.068,4.457,0.277,g
2458987.22816,2020-05-17.7301814,bn,1.55,16.292,14.789,0.056,4.409,0.224,g
2458987.22937,2020-05-17.7313870,bn,1.56,99.990,99.990,99.990,99.990,99.990,g
2458987.23059,2020-05-17.7326064,bn,1.51,99.990,99.990,99.990,99.990,99.990,g
2458987.23180,2020-05-17.7338223,bn,1.48,14.466,>14.466,99.990,4.825,1.189,g
2458989.19309,2020-05-19.6951215,bm,1.50,99.990,99.990,99.990,99.990,99.990,g
2458989.19429,2020-05-19.6963292,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458989.20324,2020-05-19.7052791,bm,1.47,99.990,99.990,99.990,99.990,99.990,g
2458989.20445,2020-05-19.7064927,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458989.20567,2020-05-19.7077121,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458989.20689,2020-05-19.7089258,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458989.20813,2020-05-19.7101717,bn,1.59,16.957,14.901,0.033,3.981,0.120,g
2458989.21346,2020-05-19.7154983,bn,1.58,16.952,14.849,0.031,4.174,0.121,g
2458989.21468,2020-05-19.7167142,bn,1.58,16.937,14.884,0.033,4.038,0.123,g
2458989.21588,2020-05-19.7179243,bn,1.59,16.958,14.862,0.032,4.125,0.121,g
2458989.21711,2020-05-19.7191449,bn,1.57,99.990,99.990,99.990,99.990,99.990,g
2458989.21832,2020-05-19.7203609,bn,1.58,16.844,14.859,0.036,4.134,0.136,g
2458989.22348,2020-05-19.7255244,bn,1.54,16.574,14.839,0.046,4.214,0.177,g
2458989.22470,2020-05-19.7267381,bn,1.56,99.990,99.990,99.990,99.990,99.990,g
2458989.22591,2020-05-19.7279495,bn,1.56,16.464,14.801,0.049,4.360,0.195,g
2458991.19273,2020-05-21.6947807,bm,1.61,99.990,99.990,99.990,99.990,99.990,g
2458991.19401,2020-05-21.6960578,bm,1.55,99.990,99.990,99.990,99.990,99.990,g
2458991.19523,2020-05-21.6972807,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458991.20258,2020-05-21.7046299,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458991.20380,2020-05-21.7058496,bm,1.57,99.990,99.990,99.990,99.990,99.990,g
2458991.20507,2020-05-21.707125,bn,1.52,16.879,14.906,0.035,3.959,0.129,g
2458991.20629,2020-05-21.7083399,bn,1.50,99.990,99.990,99.990,99.990,99.990,g
2458991.20749,2020-05-21.7095498,bn,1.54,99.990,99.990,99.990,99.990,99.990,g
2458991.21275,2020-05-21.7148033,bn,1.48,16.698,14.943,0.044,3.827,0.154,g
2458991.21396,2020-05-21.7160180,bn,1.52,16.646,14.831,0.042,4.241,0.164,g
2458991.21521,2020-05-21.7172656,bn,1.51,16.638,14.867,0.044,4.105,0.165,g
2458991.21643,2020-05-21.7184884,bn,1.52,16.530,14.777,0.045,4.459,0.186,g
2458991.21765,2020-05-21.7197018,bn,1.50,16.446,14.868,0.053,4.100,0.197,g
2458992.19224,2020-05-22.6943074,bm,1.48,99.990,99.990,99.990,99.990,99.990,g
2458992.19345,2020-05-22.6955141,bm,1.46,99.990,99.990,99.990,99.990,99.990,g
2458992.19466,2020-05-22.6967210,bm,1.51,99.990,99.990,99.990,99.990,99.990,g
2458992.19587,2020-05-22.6979280,bm,1.45,99.990,99.990,99.990,99.990,99.990,g
2458992.19708,2020-05-22.6991465,bm,1.43,99.990,99.990,99.990,99.990,99.990,g
2458992.19911,2020-05-22.7011719,bn,1.53,16.646,14.854,0.042,4.154,0.160,g
2458992.20031,2020-05-22.7023770,bn,1.59,16.749,14.947,0.042,3.814,0.145,g
2458992.20153,2020-05-22.7035966,bn,1.57,16.824,14.898,0.037,3.990,0.136,g
2458992.20275,2020-05-22.7048126,bn,1.54,16.870,14.904,0.036,3.969,0.130,g
2458992.20396,2020-05-22.7060203,bn,1.52,16.870,14.953,0.037,3.792,0.130,g
2458992.21246,2020-05-22.7145162,bn,1.53,16.693,14.853,0.041,4.158,0.158,g
2458992.21366,2020-05-22.7157285,bn,1.56,16.615,14.886,0.046,4.031,0.170,g
2458992.21488,2020-05-22.7169388,bn,1.50,16.550,14.886,0.049,4.036,0.181,g
2458992.21610,2020-05-22.7181574,bn,1.52,99.990,99.990,99.990,99.990,99.990,g
2458992.21731,2020-05-22.7193682,bn,1.50,16.526,14.870,0.049,4.091,0.185,g
2458992.21853,2020-05-22.7205892,bn,1.50,16.382,14.877,0.057,4.065,0.209,g
2458992.21975,2020-05-22.7218065,bn,1.54,16.402,14.907,0.056,3.955,0.205,g
2458992.22095,2020-05-22.7230130,bn,1.53,16.352,14.900,0.058,3.981,0.212,g
2458992.22216,2020-05-22.7242210,bn,1.43,16.120,14.908,0.073,3.950,0.261,g
2458993.19185,2020-05-23.6939210,bm,1.60,99.990,99.990,99.990,99.990,99.990,g
2458993.19307,2020-05-23.6951421,bm,1.59,99.990,99.990,99.990,99.990,99.990,g
2458993.19429,2020-05-23.6963556,bm,1.55,99.990,99.990,99.990,99.990,99.990,g
2458993.19550,2020-05-23.6975730,bm,1.58,99.990,99.990,99.990,99.990,99.990,g
2458993.19671,2020-05-23.6987855,bm,1.52,99.990,99.990,99.990,99.990,99.990,g
2458993.19884,2020-05-23.7009196,bn,1.54,16.718,14.915,0.042,3.925,0.150,g
2458993.20006,2020-05-23.7021400,bn,1.58,16.779,14.918,0.039,3.916,0.141,g
2458993.20129,2020-05-23.7033674,bn,1.57,16.779,14.884,0.038,4.041,0.142,g
2458993.20253,2020-05-23.7046041,bn,1.58,16.794,14.891,0.038,4.016,0.140,g
2458993.20375,2020-05-23.7058258,bn,1.56,16.866,14.914,0.036,3.929,0.131,g
2458993.21236,2020-05-23.7144366,bn,1.54,16.521,14.863,0.049,4.121,0.185,g
2458993.21359,2020-05-23.7156569,bn,1.54,16.518,14.898,0.051,3.987,0.186,g
2458993.21481,2020-05-23.7168739,bn,1.53,16.421,14.807,0.051,4.337,0.202,g
2458993.21602,2020-05-23.7180994,bn,1.58,16.470,14.955,0.055,3.782,0.192,g
2458993.21724,2020-05-23.7193178,bn,1.54,99.990,99.990,99.990,99.990,99.990,g
2458994.19185,2020-05-24.6939200,bm,1.53,99.990,99.990,99.990,99.990,99.990,g
2458994.19318,2020-05-24.6952509,bm,1.56,99.990,99.990,99.990,99.990,99.990,g
